STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,72039215,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,73142162,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,74223642,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,75175836,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,76147634,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,77181894,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,78218488,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,79277971,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,80312708,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,81407211,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,82579448,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,83384688,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,84147326,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,84979919,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,1436634,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,1415594,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,1399535,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,1386156,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,1375654,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,1396985,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,1388115,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,1379350,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,1370720,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,1362550,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,1354775,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,1346810,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,1340680,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,1337090,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,1334515,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,1331475,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,1327439,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,1322696,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,1317997,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,1314545,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1314608,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1315790,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1317384,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1321977,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1326855,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,1329479,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,1330932,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,EST,Estonia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,1348840,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,81678046,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,81914834,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,82034775,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,82047197,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,82100243,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,82211501,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,82349926,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,82488493,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,82534175,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,82516268,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,82469421,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,82376447,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,82266373,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,82110097,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,81902308,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,81776936,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,80274981,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,80425826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,80645605,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,80982495,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,81686608,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,82348669,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,82657000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,82905788,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,83092956,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,83160877,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,83196076,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,83797987,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,1157564904,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,1166413625.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,1175226289,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,1183677959,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,1192153433,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,1200935330.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,1209615142,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,1218409936,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,1227092276,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,1235810451,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,1244748629,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,1253928808,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,1263746034,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,1273841861.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,1283047768.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,1292202158,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,1298868939.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,1306715773.43051,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,1314181384.14141,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,1322341697.43384,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1330542593.81347,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1339076165.95222,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1346876020.09332,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1354855453.45767,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1363022652.64722,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,1371228167.21647,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,1374084142.97092,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,1380197714.17081,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,18004882,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,18224767,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,18423037,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,18607584,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,18812264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,19028802,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,19274701,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,19495210,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,19720737,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,19932722,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,20176844,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,20450966,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,20827622,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,21249199,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,21691653,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,22031750,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,22340024,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,AUS,Australia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,22733465,,A,Normal value,0,Units,0,Zero
