"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","GDP","TOT","MLN_USD","A","2016",18712097.153,
"CHN","GDP","TOT","MLN_USD","A","2017",19887035.113,
"CHN","GDP","TOT","MLN_USD","A","2018",21736534.82,
"CHN","GDP","TOT","MLN_USD","A","2019",23441908.773,
"CHN","GDP","TOT","MLN_USD","A","2020",24255795.538,
"CHN","GDP","TOT","MLN_USD","A","2021",27445503.77,
"CHN","GDP","TOT","MLN_USD","A","2022",30090699.886,
"COL","GDP","TOT","MLN_USD","A","1995",235604.405,"E"
"COL","GDP","TOT","MLN_USD","A","1996",243728.279,"E"
"COL","GDP","TOT","MLN_USD","A","1997",255851.335,"E"
"COL","GDP","TOT","MLN_USD","A","1998",260294.469,"E"
"COL","GDP","TOT","MLN_USD","A","1999",250260.312,"E"
"COL","GDP","TOT","MLN_USD","A","2000",262505.613,"E"
"COL","GDP","TOT","MLN_USD","A","2001",272923.486,"E"
"COL","GDP","TOT","MLN_USD","A","2002",284117.115,"E"
"COL","GDP","TOT","MLN_USD","A","2003",301077.682,"E"
"COL","GDP","TOT","MLN_USD","A","2004",325646.983,"E"
"COL","GDP","TOT","MLN_USD","A","2005",351665.953,
"COL","GDP","TOT","MLN_USD","A","2006",386866.635,
"COL","GDP","TOT","MLN_USD","A","2007",424094.282,
"COL","GDP","TOT","MLN_USD","A","2008",446420.184,
"COL","GDP","TOT","MLN_USD","A","2009",454401.715,
"COL","GDP","TOT","MLN_USD","A","2010",480532.035,
"COL","GDP","TOT","MLN_USD","A","2011",524596.546,
"COL","GDP","TOT","MLN_USD","A","2012",548251.361,
"COL","GDP","TOT","MLN_USD","A","2013",585888.316,
"COL","GDP","TOT","MLN_USD","A","2014",618792.732,
"COL","GDP","TOT","MLN_USD","A","2015",624119.465,
"COL","GDP","TOT","MLN_USD","A","2016",665398.39,
"COL","GDP","TOT","MLN_USD","A","2017",693117.075,
"COL","GDP","TOT","MLN_USD","A","2018",747103.675,
"COL","GDP","TOT","MLN_USD","A","2019",796590.015,
"COL","GDP","TOT","MLN_USD","A","2020",769209.548,"P"
"COL","GDP","TOT","MLN_USD","A","2021",881190.92,"P"
"COL","GDP","TOT","MLN_USD","A","2022",1051418.088,"E"
"EST","GDP","TOT","MLN_USD","A","1995",9309.409,
"EST","GDP","TOT","MLN_USD","A","1996",9755.854,
"EST","GDP","TOT","MLN_USD","A","1997",11167.404,
"EST","GDP","TOT","MLN_USD","A","1998",11714.097,
"EST","GDP","TOT","MLN_USD","A","1999",11694.818,
"EST","GDP","TOT","MLN_USD","A","2000",13163.947,
"EST","GDP","TOT","MLN_USD","A","2001",14320.132,
"EST","GDP","TOT","MLN_USD","A","2002",16087.747,
"EST","GDP","TOT","MLN_USD","A","2003",18001.981,
"EST","GDP","TOT","MLN_USD","A","2004",19806.609,
"EST","GDP","TOT","MLN_USD","A","2005",22536.556,
"EST","GDP","TOT","MLN_USD","A","2006",26052.778,
"EST","GDP","TOT","MLN_USD","A","2007",29760.437,
"EST","GDP","TOT","MLN_USD","A","2008",30488.762,
"EST","GDP","TOT","MLN_USD","A","2009",27328.306,
"EST","GDP","TOT","MLN_USD","A","2010",28784.31,
"EST","GDP","TOT","MLN_USD","A","2011",32598.245,
"EST","GDP","TOT","MLN_USD","A","2012",34384.891,
"EST","GDP","TOT","MLN_USD","A","2013",36198.154,
"EST","GDP","TOT","MLN_USD","A","2014",38050.086,
"EST","GDP","TOT","MLN_USD","A","2015",38378.235,
"EST","GDP","TOT","MLN_USD","A","2016",41201.029,
"EST","GDP","TOT","MLN_USD","A","2017",44556.482,
"EST","GDP","TOT","MLN_USD","A","2018",48133.366,
"EST","GDP","TOT","MLN_USD","A","2019",51758.554,
"EST","GDP","TOT","MLN_USD","A","2020",52438.777,
"EST","GDP","TOT","MLN_USD","A","2021",57864.708,
"EST","GDP","TOT","MLN_USD","A","2022",62797.084,
"IND","GDP","TOT","MLN_USD","A","1995",1495647.088,"E"
"IND","GDP","TOT","MLN_USD","A","1996",1638013.035,"E"
"IND","GDP","TOT","MLN_USD","A","1997",1733739.966,"E"
"IND","GDP","TOT","MLN_USD","A","1998",1861682.288,"E"
"IND","GDP","TOT","MLN_USD","A","1999",2054918.312,"E"
"IND","GDP","TOT","MLN_USD","A","2000",2182190.876,"E"
"IND","GDP","TOT","MLN_USD","A","2001",2338994.39,"E"
"IND","GDP","TOT","MLN_USD","A","2002",2465809.82,"E"
"IND","GDP","TOT","MLN_USD","A","2003",2712122.354,"E"
"IND","GDP","TOT","MLN_USD","A","2004",3005573.457,"E"
"IND","GDP","TOT","MLN_USD","A","2005",3343217.019,"E"
"IND","GDP","TOT","MLN_USD","A","2006",3696921.384,"E"
"IND","GDP","TOT","MLN_USD","A","2007",4122654.665,"E"
"IND","GDP","TOT","MLN_USD","A","2008",4344051.884,"E"
"IND","GDP","TOT","MLN_USD","A","2009",4699354.982,"E"
"IND","GDP","TOT","MLN_USD","A","2010",5170609.612,"E"
"IND","GDP","TOT","MLN_USD","A","2011",5618380.736,
"IND","GDP","TOT","MLN_USD","A","2012",6153155.414,
"IND","GDP","TOT","MLN_USD","A","2013",6477517.562,
"IND","GDP","TOT","MLN_USD","A","2014",6781021.981,
"IND","GDP","TOT","MLN_USD","A","2015",7159798.323,
"IND","GDP","TOT","MLN_USD","A","2016",7735001.686,
"IND","GDP","TOT","MLN_USD","A","2017",8276934.252,
"IND","GDP","TOT","MLN_USD","A","2018",9021613.788,
"IND","GDP","TOT","MLN_USD","A","2019",9526237.286,
"IND","GDP","TOT","MLN_USD","A","2020",9005119.325,
"IDN","GDP","TOT","MLN_USD","A","1995",1069504.256,"E"
"IDN","GDP","TOT","MLN_USD","A","1996",1174233.357,"E"
"IDN","GDP","TOT","MLN_USD","A","1997",1250620.625,"E"
"IDN","GDP","TOT","MLN_USD","A","1998",1098684.085,"E"
"IDN","GDP","TOT","MLN_USD","A","1999",1122981.686,"E"
"IDN","GDP","TOT","MLN_USD","A","2000",1096681.028,"E"
"IDN","GDP","TOT","MLN_USD","A","2001",1162246.151,"E"
"IDN","GDP","TOT","MLN_USD","A","2002",1233470.135,"E"
"IDN","GDP","TOT","MLN_USD","A","2003",1317942.04,"E"
"IDN","GDP","TOT","MLN_USD","A","2004",1421404.855,"E"
"IDN","GDP","TOT","MLN_USD","A","2005",1549429.431,"E"
"IDN","GDP","TOT","MLN_USD","A","2006",1685101.674,"E"
"IDN","GDP","TOT","MLN_USD","A","2007",1840451.613,"E"
"IDN","GDP","TOT","MLN_USD","A","2008",1988552.302,
"IDN","GDP","TOT","MLN_USD","A","2009",2051977.559,
"IDN","GDP","TOT","MLN_USD","A","2010",2057206.51,
"IDN","GDP","TOT","MLN_USD","A","2011",2229511.719,
"IDN","GDP","TOT","MLN_USD","A","2012",2413435.226,
"IDN","GDP","TOT","MLN_USD","A","2013",2535041.373,
"IDN","GDP","TOT","MLN_USD","A","2014",2622251.601,
"IDN","GDP","TOT","MLN_USD","A","2015",2647706.549,
"IDN","GDP","TOT","MLN_USD","A","2016",2744896.64,
"IDN","GDP","TOT","MLN_USD","A","2017",2894125.53,
"IDN","GDP","TOT","MLN_USD","A","2018",3116594.552,
"IDN","GDP","TOT","MLN_USD","A","2019",3331570.511,
"IDN","GDP","TOT","MLN_USD","A","2020",3303238.766,
"IDN","GDP","TOT","MLN_USD","A","2021",3567505.282,
"IDN","GDP","TOT","MLN_USD","A","2022",3969883.308,
"ISR","GDP","TOT","MLN_USD","A","1995",114123.96,
"ISR","GDP","TOT","MLN_USD","A","1996",123006.825,
"ISR","GDP","TOT","MLN_USD","A","1997",129883.608,
"ISR","GDP","TOT","MLN_USD","A","1998",136649.739,
"ISR","GDP","TOT","MLN_USD","A","1999",143122.94,
"ISR","GDP","TOT","MLN_USD","A","2000",161782.491,
"ISR","GDP","TOT","MLN_USD","A","2001",165726.604,
"ISR","GDP","TOT","MLN_USD","A","2002",171106.706,
"ISR","GDP","TOT","MLN_USD","A","2003",164908.213,
"ISR","GDP","TOT","MLN_USD","A","2004",177323.829,
"ISR","GDP","TOT","MLN_USD","A","2005",177607.495,
"ISR","GDP","TOT","MLN_USD","A","2006",185830.636,
"ISR","GDP","TOT","MLN_USD","A","2007",202318.866,
"ISR","GDP","TOT","MLN_USD","A","2008",204628.859,
"ISR","GDP","TOT","MLN_USD","A","2009",209348.048,
"ISR","GDP","TOT","MLN_USD","A","2010",223877.628,
"ISR","GDP","TOT","MLN_USD","A","2011",242552.856,
"ISR","GDP","TOT","MLN_USD","A","2012",256309.664,
"ISR","GDP","TOT","MLN_USD","A","2013",279898.839,
"ISR","GDP","TOT","MLN_USD","A","2014",285199.509,
"ISR","GDP","TOT","MLN_USD","A","2015",299862.537,
"ISR","GDP","TOT","MLN_USD","A","2016",325370.412,
"ISR","GDP","TOT","MLN_USD","A","2017",342747.665,
"ISR","GDP","TOT","MLN_USD","A","2018",355910.254,
"ISR","GDP","TOT","MLN_USD","A","2019",368048.537,
"ISR","GDP","TOT","MLN_USD","A","2020",369246.186,
"ISR","GDP","TOT","MLN_USD","A","2021",413651.029,
"ISR","GDP","TOT","MLN_USD","A","2022",475531.164,
"RUS","GDP","TOT","MLN_USD","A","1995",893649.805,"E"
"RUS","GDP","TOT","MLN_USD","A","1996",877181.595,"E"
"RUS","GDP","TOT","MLN_USD","A","1997",904631.52,"E"
"RUS","GDP","TOT","MLN_USD","A","1998",865918.063,"E"
"RUS","GDP","TOT","MLN_USD","A","1999",934209.415,"E"
"RUS","GDP","TOT","MLN_USD","A","2000",1073593.408,"E"
"RUS","GDP","TOT","MLN_USD","A","2001",1152998.495,"E"
"RUS","GDP","TOT","MLN_USD","A","2002",1253122.777,"E"
"RUS","GDP","TOT","MLN_USD","A","2003",1437840.922,"E"
"RUS","GDP","TOT","MLN_USD","A","2004",1582506.988,"E"
"RUS","GDP","TOT","MLN_USD","A","2005",1822444.794,"E"
"RUS","GDP","TOT","MLN_USD","A","2006",2291243.855,"E"
"RUS","GDP","TOT","MLN_USD","A","2007",2553606.502,"E"
"RUS","GDP","TOT","MLN_USD","A","2008",3091455.591,"E"
"RUS","GDP","TOT","MLN_USD","A","2009",2973733.08,"E"
"RUS","GDP","TOT","MLN_USD","A","2010",3143873.887,"E"
"RUS","GDP","TOT","MLN_USD","A","2011",3259319.17,
"RUS","GDP","TOT","MLN_USD","A","2012",3480301.72,
"RUS","GDP","TOT","MLN_USD","A","2013",3741783.371,
"RUS","GDP","TOT","MLN_USD","A","2014",3763536.922,
"RUS","GDP","TOT","MLN_USD","A","2015",3526234.314,
"RUS","GDP","TOT","MLN_USD","A","2016",3538975.3,
"RUS","GDP","TOT","MLN_USD","A","2017",3807099.411,
"RUS","GDP","TOT","MLN_USD","A","2018",4231840.387,
"RUS","GDP","TOT","MLN_USD","A","2019",4398115.281,
"RUS","GDP","TOT","MLN_USD","A","2020",4367291.715,
"SVN","GDP","TOT","MLN_USD","A","1995",27118.433,
"SVN","GDP","TOT","MLN_USD","A","1996",28453.914,
"SVN","GDP","TOT","MLN_USD","A","1997",30350.887,
"SVN","GDP","TOT","MLN_USD","A","1998",31817.88,
"SVN","GDP","TOT","MLN_USD","A","1999",33876.846,
"SVN","GDP","TOT","MLN_USD","A","2000",35809.984,
"SVN","GDP","TOT","MLN_USD","A","2001",37753.179,
"SVN","GDP","TOT","MLN_USD","A","2002",40372.33,
"SVN","GDP","TOT","MLN_USD","A","2003",42136.787,
"SVN","GDP","TOT","MLN_USD","A","2004",45454.14,
"SVN","GDP","TOT","MLN_USD","A","2005",47716.594,
"SVN","GDP","TOT","MLN_USD","A","2006",51614.174,
"SVN","GDP","TOT","MLN_USD","A","2007",55646.935,
"SVN","GDP","TOT","MLN_USD","A","2008",59839.586,
"SVN","GDP","TOT","MLN_USD","A","2009",56168.448,
"SVN","GDP","TOT","MLN_USD","A","2010",57002.774,
"SVN","GDP","TOT","MLN_USD","A","2011",59391.555,
"SVN","GDP","TOT","MLN_USD","A","2012",59745.667,
"SVN","GDP","TOT","MLN_USD","A","2013",61744.434,
"SVN","GDP","TOT","MLN_USD","A","2014",63653.392,
"SVN","GDP","TOT","MLN_USD","A","2015",65265.909,
"SVN","GDP","TOT","MLN_USD","A","2016",70079.359,
"SVN","GDP","TOT","MLN_USD","A","2017",75438.709,
"SVN","GDP","TOT","MLN_USD","A","2018",80823.475,
"SVN","GDP","TOT","MLN_USD","A","2019",87986.552,
"SVN","GDP","TOT","MLN_USD","A","2020",85974.042,
"SVN","GDP","TOT","MLN_USD","A","2021",92826.649,
"SVN","GDP","TOT","MLN_USD","A","2022",102014.348,
"ZAF","GDP","TOT","MLN_USD","A","1995",306205.174,
"ZAF","GDP","TOT","MLN_USD","A","1996",325219.089,
"ZAF","GDP","TOT","MLN_USD","A","1997",339429.176,
"ZAF","GDP","TOT","MLN_USD","A","1998",344965.755,
"ZAF","GDP","TOT","MLN_USD","A","1999",358223.022,
"ZAF","GDP","TOT","MLN_USD","A","2000",381724.875,
"ZAF","GDP","TOT","MLN_USD","A","2001",400863.625,
"ZAF","GDP","TOT","MLN_USD","A","2002",422175.735,
"ZAF","GDP","TOT","MLN_USD","A","2003",443203.734,
"ZAF","GDP","TOT","MLN_USD","A","2004",475829.384,
"ZAF","GDP","TOT","MLN_USD","A","2005",516647.451,
"ZAF","GDP","TOT","MLN_USD","A","2006",562434.296,
"ZAF","GDP","TOT","MLN_USD","A","2007",608598.165,
"ZAF","GDP","TOT","MLN_USD","A","2008",640063.779,
"ZAF","GDP","TOT","MLN_USD","A","2009",634258.447,
"ZAF","GDP","TOT","MLN_USD","A","2010",661392.383,
"ZAF","GDP","TOT","MLN_USD","A","2011",696526.062,
"ZAF","GDP","TOT","MLN_USD","A","2012",698221.036,
"ZAF","GDP","TOT","MLN_USD","A","2013",730517.508,
"ZAF","GDP","TOT","MLN_USD","A","2014",741915.64,
"ZAF","GDP","TOT","MLN_USD","A","2015",758900.96,
"ZAF","GDP","TOT","MLN_USD","A","2016",772768.575,
"ZAF","GDP","TOT","MLN_USD","A","2017",790170.605,
"ZAF","GDP","TOT","MLN_USD","A","2018",823603.406,
"ZAF","GDP","TOT","MLN_USD","A","2019",840317.205,
"ZAF","GDP","TOT","MLN_USD","A","2020",796453.237,
"ZAF","GDP","TOT","MLN_USD","A","2021",870861.683,
"ZAF","GDP","TOT","MLN_USD","A","2022",949506.772,
"OECD","GDP","TOT","MLN_USD","A","1995",23114509.11,"E"
"OECD","GDP","TOT","MLN_USD","A","1996",24315442.798,"E"
"OECD","GDP","TOT","MLN_USD","A","1997",25613409.906,"E"
"OECD","GDP","TOT","MLN_USD","A","1998",26490376.998,"E"
"OECD","GDP","TOT","MLN_USD","A","1999",27722132.693,"E"
"OECD","GDP","TOT","MLN_USD","A","2000",29639995.624,"E"
"OECD","GDP","TOT","MLN_USD","A","2001",30794204.481,"E"
"OECD","GDP","TOT","MLN_USD","A","2002",31978544.826,"E"
"OECD","GDP","TOT","MLN_USD","A","2003",33178360.305,"E"
"OECD","GDP","TOT","MLN_USD","A","2004",35192247.39,"E"
"OECD","GDP","TOT","MLN_USD","A","2005",37114381.786,
"OECD","GDP","TOT","MLN_USD","A","2006",39872711.975,
"OECD","GDP","TOT","MLN_USD","A","2007",42132135.341,
"OECD","GDP","TOT","MLN_USD","A","2008",43560290.809,
"OECD","GDP","TOT","MLN_USD","A","2009",42644753.786,
"OECD","GDP","TOT","MLN_USD","A","2010",44610211.288,"B"
"OECD","GDP","TOT","MLN_USD","A","2011",46679174.775,
"OECD","GDP","TOT","MLN_USD","A","2012",48208414.607,
"OECD","GDP","TOT","MLN_USD","A","2013",50239694.982,
"OECD","GDP","TOT","MLN_USD","A","2014",52016326.586,
"OECD","GDP","TOT","MLN_USD","A","2015",53829863.522,
"OECD","GDP","TOT","MLN_USD","A","2016",56051670.359,
"OECD","GDP","TOT","MLN_USD","A","2017",58543866.015,
"OECD","GDP","TOT","MLN_USD","A","2018",61182248.12,
"OECD","GDP","TOT","MLN_USD","A","2019",63580311.908,"P"
"OECD","GDP","TOT","MLN_USD","A","2020",62119570.984,"P"
"OECD","GDP","TOT","MLN_USD","A","2021",67544424.356,"E"
"OECD","GDP","TOT","MLN_USD","A","2022",74545952.468,"E"
"OECDE","GDP","TOT","MLN_USD","A","1995",9456696.034,"E"
"OECDE","GDP","TOT","MLN_USD","A","1996",9870754.611,"E"
"OECDE","GDP","TOT","MLN_USD","A","1997",10346862.001,"E"
"OECDE","GDP","TOT","MLN_USD","A","1998",10627113.324,
"OECDE","GDP","TOT","MLN_USD","A","1999",11034766.59,
"OECDE","GDP","TOT","MLN_USD","A","2000",11834961.783,
"OECDE","GDP","TOT","MLN_USD","A","2001",12387402.608,
"OECDE","GDP","TOT","MLN_USD","A","2002",12929125.679,
"OECDE","GDP","TOT","MLN_USD","A","2003",13290785.61,
"OECDE","GDP","TOT","MLN_USD","A","2004",14033574.472,
"OECDE","GDP","TOT","MLN_USD","A","2005",14634035.328,
"OECDE","GDP","TOT","MLN_USD","A","2006",15958002.556,
"OECDE","GDP","TOT","MLN_USD","A","2007",16989445.37,
"OECDE","GDP","TOT","MLN_USD","A","2008",17844193.43,
"OECDE","GDP","TOT","MLN_USD","A","2009",17444872.178,
"OECDE","GDP","TOT","MLN_USD","A","2010",18206901.615,"B"
"OECDE","GDP","TOT","MLN_USD","A","2011",19165163.944,
"OECDE","GDP","TOT","MLN_USD","A","2012",19597771.326,
"OECDE","GDP","TOT","MLN_USD","A","2013",20431300.022,
"OECDE","GDP","TOT","MLN_USD","A","2014",21170776.579,
"OECDE","GDP","TOT","MLN_USD","A","2015",21952114.848,
"OECDE","GDP","TOT","MLN_USD","A","2016",23198809.893,
"OECDE","GDP","TOT","MLN_USD","A","2017",24435096.584,
"OECDE","GDP","TOT","MLN_USD","A","2018",25473550.693,
"OECDE","GDP","TOT","MLN_USD","A","2019",26859565.048,"P"
"OECDE","GDP","TOT","MLN_USD","A","2020",25951188.135,"P"
"OECDE","GDP","TOT","MLN_USD","A","2021",28081678.507,"P"
"OECDE","GDP","TOT","MLN_USD","A","2022",31457869.584,"P"
"LVA","GDP","TOT","MLN_USD","A","1995",13712.399,
"LVA","GDP","TOT","MLN_USD","A","1996",14274.143,
"LVA","GDP","TOT","MLN_USD","A","1997",15783.348,
"LVA","GDP","TOT","MLN_USD","A","1998",17035.302,
"LVA","GDP","TOT","MLN_USD","A","1999",17703.515,
"LVA","GDP","TOT","MLN_USD","A","2000",19036.489,
"LVA","GDP","TOT","MLN_USD","A","2001",21141.928,
"LVA","GDP","TOT","MLN_USD","A","2002",23289.29,
"LVA","GDP","TOT","MLN_USD","A","2003",25308.173,
"LVA","GDP","TOT","MLN_USD","A","2004",27788.249,
"LVA","GDP","TOT","MLN_USD","A","2005",31150.314,
"LVA","GDP","TOT","MLN_USD","A","2006",35176.486,
"LVA","GDP","TOT","MLN_USD","A","2007",40130.889,
"LVA","GDP","TOT","MLN_USD","A","2008",42617.047,
"LVA","GDP","TOT","MLN_USD","A","2009",36461.113,
"LVA","GDP","TOT","MLN_USD","A","2010",37140.93,
"LVA","GDP","TOT","MLN_USD","A","2011",39646.372,
"LVA","GDP","TOT","MLN_USD","A","2012",43311.604,
"LVA","GDP","TOT","MLN_USD","A","2013",45564.445,
"LVA","GDP","TOT","MLN_USD","A","2014",47483.527,
"LVA","GDP","TOT","MLN_USD","A","2015",49384.342,
"LVA","GDP","TOT","MLN_USD","A","2016",52362.25,
"LVA","GDP","TOT","MLN_USD","A","2017",55691.223,
"LVA","GDP","TOT","MLN_USD","A","2018",59505.491,
"LVA","GDP","TOT","MLN_USD","A","2019",62800.719,
"LVA","GDP","TOT","MLN_USD","A","2020",62367.823,
"LVA","GDP","TOT","MLN_USD","A","2021",65523.038,
"LVA","GDP","TOT","MLN_USD","A","2022",74846.879,
"BRA","GDP","TOT","MLN_USD","A","1995",1309440.382,
"BRA","GDP","TOT","MLN_USD","A","1996",1362869.158,
"BRA","GDP","TOT","MLN_USD","A","1997",1433436.058,
"BRA","GDP","TOT","MLN_USD","A","1998",1454470.82,
"BRA","GDP","TOT","MLN_USD","A","1999",1481869.627,
"BRA","GDP","TOT","MLN_USD","A","2000",1581938.913,
"BRA","GDP","TOT","MLN_USD","A","2001",1640061.931,
"BRA","GDP","TOT","MLN_USD","A","2002",1716481.963,
"BRA","GDP","TOT","MLN_USD","A","2003",1770327.023,
"BRA","GDP","TOT","MLN_USD","A","2004",1922557.356,
"BRA","GDP","TOT","MLN_USD","A","2005",2046338.698,
"BRA","GDP","TOT","MLN_USD","A","2006",2193057.541,
"BRA","GDP","TOT","MLN_USD","A","2007",2389038.739,
"BRA","GDP","TOT","MLN_USD","A","2008",2558895.373,
"BRA","GDP","TOT","MLN_USD","A","2009",2572056.701,
"BRA","GDP","TOT","MLN_USD","A","2010",2798924.733,
"BRA","GDP","TOT","MLN_USD","A","2011",2970630.763,
"BRA","GDP","TOT","MLN_USD","A","2012",2998534.425,
"BRA","GDP","TOT","MLN_USD","A","2013",3133893.65,
"BRA","GDP","TOT","MLN_USD","A","2014",3187155.079,
"BRA","GDP","TOT","MLN_USD","A","2015",3014754.849,
"BRA","GDP","TOT","MLN_USD","A","2016",2939094.21,
"BRA","GDP","TOT","MLN_USD","A","2017",3017715.87,
"BRA","GDP","TOT","MLN_USD","A","2018",3145953.19,
"BRA","GDP","TOT","MLN_USD","A","2019",3241317.4,
"BRA","GDP","TOT","MLN_USD","A","2020",3213097.741,
"LTU","GDP","TOT","MLN_USD","A","1995",21523.635,
"LTU","GDP","TOT","MLN_USD","A","1996",22998.859,
"LTU","GDP","TOT","MLN_USD","A","1997",25275.086,
"LTU","GDP","TOT","MLN_USD","A","1998",27553.142,
"LTU","GDP","TOT","MLN_USD","A","1999",27562.02,
"LTU","GDP","TOT","MLN_USD","A","2000",29560.652,
"LTU","GDP","TOT","MLN_USD","A","2001",32755.919,
"LTU","GDP","TOT","MLN_USD","A","2002",36085.771,
"LTU","GDP","TOT","MLN_USD","A","2003",41215.623,
"LTU","GDP","TOT","MLN_USD","A","2004",44005.046,
"LTU","GDP","TOT","MLN_USD","A","2005",48211.86,
"LTU","GDP","TOT","MLN_USD","A","2006",53892.771,
"LTU","GDP","TOT","MLN_USD","A","2007",61707.148,
"LTU","GDP","TOT","MLN_USD","A","2008",66270.635,
"LTU","GDP","TOT","MLN_USD","A","2009",57304.636,
"LTU","GDP","TOT","MLN_USD","A","2010",62244.934,
"LTU","GDP","TOT","MLN_USD","A","2011",69298.245,
"LTU","GDP","TOT","MLN_USD","A","2012",73809.042,
"LTU","GDP","TOT","MLN_USD","A","2013",79034.188,
"LTU","GDP","TOT","MLN_USD","A","2014",82647.295,
"LTU","GDP","TOT","MLN_USD","A","2015",83761.504,
"LTU","GDP","TOT","MLN_USD","A","2016",88700.479,
"LTU","GDP","TOT","MLN_USD","A","2017",95492.278,
"LTU","GDP","TOT","MLN_USD","A","2018",101910.429,
"LTU","GDP","TOT","MLN_USD","A","2019",111744.68,
"LTU","GDP","TOT","MLN_USD","A","2020",112387.535,
"LTU","GDP","TOT","MLN_USD","A","2021",123376.826,
"LTU","GDP","TOT","MLN_USD","A","2022",138355.938,
"SAU","GDP","TOT","MLN_USD","A","1995",698165.665,
"SAU","GDP","TOT","MLN_USD","A","1996",729699.479,
"SAU","GDP","TOT","MLN_USD","A","1997",750476.099,
"SAU","GDP","TOT","MLN_USD","A","1998",780880.809,
"SAU","GDP","TOT","MLN_USD","A","1999",762085.071,
"SAU","GDP","TOT","MLN_USD","A","2000",823191.702,
"SAU","GDP","TOT","MLN_USD","A","2001",831546.819,
"SAU","GDP","TOT","MLN_USD","A","2002",820698.401,
"SAU","GDP","TOT","MLN_USD","A","2003",930980.027,
"SAU","GDP","TOT","MLN_USD","A","2004",1032051.752,
"SAU","GDP","TOT","MLN_USD","A","2005",1123743.981,
"SAU","GDP","TOT","MLN_USD","A","2006",1190719.394,
"SAU","GDP","TOT","MLN_USD","A","2007",1245487.434,
"SAU","GDP","TOT","MLN_USD","A","2008",1348708.101,
"SAU","GDP","TOT","MLN_USD","A","2009",1329401.44,
"SAU","GDP","TOT","MLN_USD","A","2010",1413178.186,
"SAU","GDP","TOT","MLN_USD","A","2011",1586748.761,
"SAU","GDP","TOT","MLN_USD","A","2012",1672470.749,
"SAU","GDP","TOT","MLN_USD","A","2013",1680157.97,
"SAU","GDP","TOT","MLN_USD","A","2014",1722861.782,
"SAU","GDP","TOT","MLN_USD","A","2015",1541831.733,
"SAU","GDP","TOT","MLN_USD","A","2016",1475672.107,
"SAU","GDP","TOT","MLN_USD","A","2017",1565891.582,
"SAU","GDP","TOT","MLN_USD","A","2018",1643610.545,
"SAU","GDP","TOT","MLN_USD","A","2019",1678594.247,
"SAU","GDP","TOT","MLN_USD","A","2020",1628533.458,
"SAU","GDP","TOT","MLN_USD","A","2021",1751177.858,
"EA19","GDP","TOT","MLN_USD","A","1995",6484700.949,
"EA19","GDP","TOT","MLN_USD","A","1996",6700647.702,
"EA19","GDP","TOT","MLN_USD","A","1997",6983652.895,
"EA19","GDP","TOT","MLN_USD","A","1998",7332423.128,
"EA19","GDP","TOT","MLN_USD","A","1999",7632226.692,
"EA19","GDP","TOT","MLN_USD","A","2000",8131914.129,
"EA19","GDP","TOT","MLN_USD","A","2001",8543834.62,
"EA19","GDP","TOT","MLN_USD","A","2002",8920931.499,
"EA19","GDP","TOT","MLN_USD","A","2003",9116364.295,
"EA19","GDP","TOT","MLN_USD","A","2004",9524934.829,
"EA19","GDP","TOT","MLN_USD","A","2005",9903046.276,
"EA19","GDP","TOT","MLN_USD","A","2006",10760476.951,
"EA19","GDP","TOT","MLN_USD","A","2007",11445889.791,
"EA19","GDP","TOT","MLN_USD","A","2008",11933310.834,
"EA19","GDP","TOT","MLN_USD","A","2009",11663626.928,
"EA19","GDP","TOT","MLN_USD","A","2010",12023192.564,
"EA19","GDP","TOT","MLN_USD","A","2011",12554120.404,
"EA19","GDP","TOT","MLN_USD","A","2012",12706766.058,
"EA19","GDP","TOT","MLN_USD","A","2013",13150941.552,
"EA19","GDP","TOT","MLN_USD","A","2014",13523515.169,
"EA19","GDP","TOT","MLN_USD","A","2015",13934266.29,
"EA19","GDP","TOT","MLN_USD","A","2016",14823273.191,
"EA19","GDP","TOT","MLN_USD","A","2017",15566850.491,
"EA19","GDP","TOT","MLN_USD","A","2018",16261013.038,
"EA19","GDP","TOT","MLN_USD","A","2019",17237771.975,
"EA19","GDP","TOT","MLN_USD","A","2020",16561721.048,
"EA19","GDP","TOT","MLN_USD","A","2021",17754757.952,
"EA19","GDP","TOT","MLN_USD","A","2022",19595214.794,
"ARG","GDP","TOT","MLN_USD","A","2004",470302.946,
"ARG","GDP","TOT","MLN_USD","A","2005",527985.869,
"ARG","GDP","TOT","MLN_USD","A","2006",588076.13,
"ARG","GDP","TOT","MLN_USD","A","2007",658372.467,
"ARG","GDP","TOT","MLN_USD","A","2008",698223.628,
"ARG","GDP","TOT","MLN_USD","A","2009",661109.513,
"ARG","GDP","TOT","MLN_USD","A","2010",736799.121,
"ARG","GDP","TOT","MLN_USD","A","2011",797263.882,
"ARG","GDP","TOT","MLN_USD","A","2012",819697.902,
"ARG","GDP","TOT","MLN_USD","A","2013",849616,
"ARG","GDP","TOT","MLN_USD","A","2014",839896.688,
"ARG","GDP","TOT","MLN_USD","A","2015",867176.759,
"ARG","GDP","TOT","MLN_USD","A","2016",885227.529,
"ARG","GDP","TOT","MLN_USD","A","2017",1039330.592,
"ARG","GDP","TOT","MLN_USD","A","2018",1036307.018,
"ARG","GDP","TOT","MLN_USD","A","2019",1033737.648,
